teamName,agents,website,facebook,instagram,linkedin,phone,company,network,location,avgHomePrice,latestVolume,latestTransactions,url
"Mavenly Homes","5","https://www.mavenlyhomes.com/","","https://www.instagram.com/mavenly_homes","","","Mavenly Homes","SIDE","Houston, TX","$618,395","$24.12M","39","https://www.realtrends.com/team-profile/mavenlyhomes-texas-mavenlyhomes/"
"The Solomon Spaans Team","2","https://www.ebby.com/bio/solomonspaansteam","","","","(214) 207-1236","Ebby Halliday Companies - Ebby Halliday Realtors","LeadingRE, HomeServices of America","Allen, TX","$669,611","$24.11M","36","https://www.realtrends.com/team-profile/thesolomonspaansteam-texas-ebbyhallidaycompanies-ebbyhallidayrealtors/"
"Bernhard Properties Group","4","","","","","(512) 786-9213","Keller Williams Realty Lone Star","Keller Williams","Georgetown, TX","$481,224","$24.06M","50","https://www.realtrends.com/team-profile/bernhardpropertiesgroup-texas-kellerwilliamsrealtylonestar/"
"Yellow City","5","","","","","(806) 576-4804","Keller Williams Realty Amarillo","Keller Williams","Amarillo, TX","$288,149","$24.06M","83.5","https://www.realtrends.com/team-profile/yellowcity-texas-kellerwilliamsrealtyamarillo/"
"Alvarado Realty Group","2","","","","","(817) 897-0209","Keller Williams Fort Worth","Keller Williams","Fort Worth, TX","$273,234","$24.04M","88","https://www.realtrends.com/team-profile/alvaradorealtygroup-texas-kellerwilliamsfortworth/"
"Wilson x Dudkowski Properties Group","2","https://www.compass.com/agents/wilson-x-dudkowski-properties-group/","https://www.facebook.com/wilsondudkowski","https://www.instagram.com/wdpg_realestate?igsh=bXh5OXJxYWZtb3k2","","(817) 709-3375","Compass","Compass","Southlake, TX","$1,044,278","$24.02M","23","https://www.realtrends.com/team-profile/wilsonxdudkowskipropertiesgroup-texas-compass/"
"The SidesTeam","4","","","","","(512) 787-8523","Keller Williams Realty","Keller Williams","Austin, TX","$544,898","$23.98M","44","https://www.realtrends.com/team-profile/thesidesteam-texas-kellerwilliamsrealty/"
"Liberty Hill Group","4","","","","","(512) 869-9699","Keller Williams Realty Lone Star","Keller Williams","Georgetown, TX","$704,784","$23.96M","34","https://www.realtrends.com/team-profile/libertyhillgroup-texas-kellerwilliamsrealtylonestar/"
"H Squared Real Estate Team","4","","","","","(512) 769-8802","Keller Williams Realty","Keller Williams","Austin, TX","$598,184","$23.93M","40","https://www.realtrends.com/team-profile/hsquaredrealestateteam-texas-kellerwilliamsrealty/"
"Walpole Realty Group","5","","","","","(972) 814-7556","Keller Williams Realty Allen","Keller Williams","Allen, TX","$606,787","$23.91M","39.4","https://www.realtrends.com/team-profile/walpolerealtygroup-texas-kellerwilliamsrealtyallen/"
"Radius Group","5","","","","","","Compass","Compass","Dallas, TX","$497,399","$23.88M","48","https://www.realtrends.com/team-profile/radiusgroup-texas-compass/"
"The Hometown Team","5","https://www.thehometownteam.com/","","","","(713) 253-7812","RE/MAX Integrity","RE/MAX","Tomball, TX","$303,721","$23.69M","78","https://www.realtrends.com/team-profile/thehometownteam-texas-re-maxintegrity/"
"Chamberlain Mueller Team","2","https://www.ebby.com/bio/chamberlainmuellerteam","","","","(214) 986-7623","Ebby Halliday Companies - Ebby Halliday Realtors","LeadingRE, HomeServices of America","Southlake, TX","$1,127,183","$23.67M","21","https://www.realtrends.com/team-profile/chamberlainmuellerteam-texas-ebbyhallidaycompanies-ebbyhallidayrealtors/"
"Giorgi Real Estate Group","3","https://www.lovethewoodlands.com/","","","","(713) 885-5759","RE/MAX ONE - The Woodlands & Spring","RE/MAX","The Woodlands, TX","$525,945","$23.67M","45","https://www.realtrends.com/team-profile/giorgirealestategroup-texas-re-maxone-thewoodlandsspring/"
"Town and Country Realtors Team","2","https://www.tabathapolley.com/","https://www.facebook.com/TabathaPolley","https://www.instagram.com/tabatha_tinsley_polley/","https://www.linkedin.com/in/tabatha-tinsley-polley-2b0aa22a/","(940) 365-7975","Keller Williams Realty","Keller Williams","Denton, TX","$375,671","$23.67M","63","https://www.realtrends.com/team-profile/townandcountryrealtorsteam-texas-kellerwilliamsrealty/"
"O'Brien Property Group","5","https://www.daveperrymiller.com/bio/obrienpropertygroup","https://www.facebook.com/melissaallen.obrien/","https://www.instagram.com/opgdallas/","","(214) 616-8343","Ebby Halliday Companies - Dave Perry-Miller Real Estate","LeadingRE, HomeServices of America","Dallas, TX","$622,159","$23.64M","38","https://www.realtrends.com/team-profile/o-brienpropertygroup-texas-ebbyhallidaycompanies-daveperry-millerrealestate/"
"The Seifert Group","2","https://www.redfin.com/","","","","(210) 289-2015","Redfin","Redfin","San Antonio, TX","$400,615","$23.64M","59","https://www.realtrends.com/team-profile/theseifertgroup-texas-redfin/"
"The Laurie McGuire Group","3","https://www.daveperrymiller.com/bio/lauriemcguire","","","","(817) 681-1700","Ebby Halliday Companies - Dave Perry-Miller Real Estate","LeadingRE, HomeServices of America","Dallas, TX","$906,791","$23.58M","26","https://www.realtrends.com/team-profile/thelauriemcguiregroup-texas-ebbyhallidaycompanies-daveperry-millerrealestate/"
"Brand Properties Group","3","","","","","(972) 539-6555","Keller Williams Realty Dallas Metro North","Keller Williams","Flower Mound, TX","$574,892","$23.57M","41","https://www.realtrends.com/team-profile/brandpropertiesgroup-texas-kellerwilliamsrealtydallasmetronorth/"
"The Council Real Estate Group","3","https://thecouncilregroup.com/","https://www.facebook.com/profile.php?id=61563465724713","https://www.instagram.com/councilregroup/","","(512) 699-5590","Compass","Compass","Austin, TX","$1,302,890","$23.45M","18","https://www.realtrends.com/team-profile/thecouncilrealestategroup-texas-compass/"
"The Coats Group","4","","","","","","Compass","Compass","Dallas, TX","$616,989","$23.45M","38","https://www.realtrends.com/team-profile/thecoatsgroup-texas-compass/"
"The Rose Realty Team","5","https://www.homelifestyle.expert/","https://www.facebook.com/homelifestyle.expert/","https://www.instagram.com/rosedepoe/?hl=en","https://www.linkedin.com/in/rosedepoe/","(972) 874-1905","Keller Williams Realty Dallas Metro North","Keller Williams","Flower Mound, TX","$632,859","$23.42M","37","https://www.realtrends.com/team-profile/theroserealtyteam-texas-kellerwilliamsrealtydallasmetronorth/"
"The Mannion Group","2","","","","","(817) 635-1005","Keller Williams Lonestar DFW","Keller Williams","Arlington, TX","$418,053","$23.41M","56","https://www.realtrends.com/team-profile/themanniongroup-texas-kellerwilliamslonestardfw/"
"City Brix Realty","2","","","","","","Compass","Compass","Houston, TX","$550,416","$23.39M","42.5","https://www.realtrends.com/team-profile/citybrixrealty-texas-compass/"
"Shannon Moneymaker-Bartek Group","3","","","","","","Coldwell Banker Apex, Realtors","Coldwell Banker","Plano, TX","$599,323","$23.37M","39","https://www.realtrends.com/team-profile/shannonmoneymaker-bartekgroup-texas-coldwellbankerapexrealtors/"
"Erin Ballard Group","5","https://www.dallaslocalrealtor.com/","","https://www.instagram.com/erinballard.compass","","","Compass","Compass","Dallas, TX","$1,166,994","$23.34M","20","https://www.realtrends.com/team-profile/erinballardgroup-texas-compass/"
"The Gahm RE Team","3","","","","","(830) 816-3500","Keller Williams Realty","Keller Williams","San Antonio, TX","$583,234","$23.33M","40","https://www.realtrends.com/team-profile/thegahmreteam-texas-kellerwilliamsrealty/"
"Fenton Grossman Group","4","","","","","","Douglas Elliman","Independent/Other","Austin, TX","$647,459","$23.31M","36","https://www.realtrends.com/team-profile/fentongrossmangroup-texas-douglaselliman/"
"Robin Banister Group","2","","","","","","Compass","Compass","Austin, TX","$1,370,809","$23.30M","17","https://www.realtrends.com/team-profile/robinbanistergroup-texas-compass/"
"Crystal Myers Team","4","https://www.crystal-myers.remax.com/","","","","(409) 718-6823","RE/MAX ONE - Orange County","RE/MAX","Bridge City, TX","$232,900","$23.29M","100","https://www.realtrends.com/team-profile/crystalmyersteam-texas-re-maxone-orangecounty/"
"Dallas Sold Sisters","3","","","","","","Better Homes and Gardens Real Estate Winans","Better Homes and Gardens","Frisco, TX","$559,650","$23.23M","41.5","https://www.realtrends.com/team-profile/dallassoldsisters-texas-betterhomesandgardensrealestatewinans/"
"Patricia Stampley Team","2","https://www.patriciastampley.com/","https://www.facebook.com/patricia.stampley.5","https://www.instagram.com/patriciastampleyrealtor/","","(972) 741-0770","Compass","Compass","Dallas, TX","$515,885","$23.21M","45","https://www.realtrends.com/team-profile/patriciastampleyteam-texas-compass/"
"Matt Traylor Team","4","https://www.mwtrealty.com/","","","","(936) 524-2510","RE/MAX ONE - The Woodlands & Spring","RE/MAX","The Woodlands, TX","$662,791","$23.20M","35","https://www.realtrends.com/team-profile/matttraylorteam-texas-re-maxone-thewoodlandsspring/"
"Riggs Property Group","3","https://www.riggspropertygroup.com/","https://www.facebook.com/riggspropertygroup","https://www.instagram.com/riggspropertygroup/","","(903) 534-6600","Keller Williams Realty, Tyler","Keller Williams","Tyler, TX","$286,236","$23.19M","81","https://www.realtrends.com/team-profile/riggspropertygroup-texas-kellerwilliamsrealtytyler/"
"The Villa Group","2","https://www.fredvilla.com/","","","","(972) 801-2484","RE/MAX DFW Associates V","RE/MAX","Frisco, TX","$579,495","$23.18M","40","https://www.realtrends.com/team-profile/thevillagroup-texas-re-maxdfwassociatesv/"
"BIRDHOME Real Estate Consultants","2","","","","","(512) 585-8794","Keller Williams Realty","Keller Williams","Austin, TX","$681,418","$23.17M","34","https://www.realtrends.com/team-profile/birdhomerealestateconsultants-texas-kellerwilliamsrealty/"
"The Tracy Montgomery Team","3","","","","","(281) 812-8265","Keller Williams Realty Northeast","Keller Williams","Kingwood, TX","$452,148","$23.06M","51","https://www.realtrends.com/team-profile/thetracymontgomeryteam-texas-kellerwilliamsrealtynortheast/"
"Real Haus","2","","","","","","Coldwell Banker Realty","Coldwell Banker","Frisco, TX","$639,968","$23.04M","36","https://www.realtrends.com/team-profile/realhaus-texas-coldwellbankerrealty/"
"The Jacci Group","3","https://www.jacci.com/","https://facebook.com/thejaccigroup","https://www.instagram.com/thejaccigroup","https://www.realtrends.com/team-profile/thejaccigroup-texas-compass/www.linkedin.com/in/jaccikilgore","(832) 771-7400","Compass","Compass","The Woodlands, TX","$741,610","$22.99M","31","https://www.realtrends.com/team-profile/thejaccigroup-texas-compass/"
"The Daniel Team","2","","","","","(972) 665-2899","Keller Williams Realty Legacy","Keller Williams","Plano, TX","$637,536","$22.95M","36","https://www.realtrends.com/team-profile/thedanielteam-texas-kellerwilliamsrealtylegacy/"
"Hurt Haggar Real Estate Group","2","","","","","","Compass","Compass","Dallas, TX","$1,911,625","$22.94M","12","https://www.realtrends.com/team-profile/hurthaggarrealestategroup-texas-compass/"
"The Gray Group","2","","","","","","Coldwell Banker Realty","Coldwell Banker","Southlake, TX","$1,433,465","$22.94M","16","https://www.realtrends.com/team-profile/thegraygroup-texas-coldwellbankerrealty/"
"The Zamora Orduna Team","4","","","","","(210) 696-9996","Keller Williams Realty","Keller Williams","San Antonio, TX","$325,015","$22.91M","70.5","https://www.realtrends.com/team-profile/thezamoraordunateam-texas-kellerwilliamsrealty/"
"Labib Hashim Real Estate Group","2","","","","","(210) 250-1991","Keller Williams Realty Heritage","Keller Williams","San Antonio, TX","$402,742","$22.88M","56.8","https://www.realtrends.com/team-profile/labibhashimrealestategroup-texas-kellerwilliamsrealtyheritage/"
"Andrea Miller Group","2","","","","","(214) 982-1755","Keller Williams Realty Preston Road","Keller Williams","Dallas, TX","$670,020","$22.78M","34","https://www.realtrends.com/team-profile/andreamillergroup-texas-kellerwilliamsrealtyprestonroad/"
"The Debra West Team","2","https://www.debrawest.com/","","","","(940) 733-5478","RE/MAX Elite Group","RE/MAX","Wichita Falls, TX","$218,965","$22.77M","104","https://www.realtrends.com/team-profile/thedebrawestteam-texas-re-maxelitegroup/"
"Tammy Davison","2","https://www.tammydavisonteam.com/","https://www.facebook.com/tweisbuch/","https://www.realtrends.com/team-profile/tammydavison-texas-compass/www.instagram.com/TammydavisonATX","","(512) 888-8161","Compass","Compass","Austin, TX","$910,635","$22.77M","25","https://www.realtrends.com/team-profile/tammydavison-texas-compass/"
"The Tig Team","4","","","","","(832) 233-2088","RE/MAX Fine Properties","RE/MAX","Sugar Land, TX","$540,258","$22.69M","42","https://www.realtrends.com/team-profile/thetigteam-texas-re-maxfineproperties/"
"Brad Graves Group","2","","","","","","Coldwell Banker D'Ann Harper, Realtors","Coldwell Banker","San Antonio, TX","$360,081","$22.69M","63","https://www.realtrends.com/team-profile/bradgravesgroup-texas-coldwellbankerd-annharperrealtors/"
"Living Texas Realty Group","5","https://www.ebby.com/bio/livingtexas","","","","(512) 748-7277","Ebby Halliday Companies - Ebby Halliday Realtors","LeadingRE, HomeServices of America","Richardson, TX","$482,591","$22.68M","47","https://www.realtrends.com/team-profile/livingtexasrealtygroup-texas-ebbyhallidaycompanies-ebbyhallidayrealtors/"
"Saling Real Estate Team","4","https://www.thesalingteamcom/","https://www.facebook.com/barrysalingrealestate","https://www.instagram.com/thesalingteam","https://www.linkedin.com/in/tameracandelaria/","(817) 687-8562","Keller Williams Fort Worth","Keller Williams","Fort Worth, TX","$384,004","$22.66M","59","https://www.realtrends.com/team-profile/salingrealestateteam-texas-kellerwilliamsfortworth/"
"White Oak Realty Group","4","https://www.whiteoakhou.com/","","https://www.instagram.com/whiteoakrealtygroup/","","","Compass","Compass","Houston, TX","$426,637","$22.61M","53","https://www.realtrends.com/team-profile/whiteoakrealtygroup-texas-compass/"
"Eric Medders Realty Group","4","","","","","","Keller Williams Realty Preston Road","Keller Williams","Dallas, TX","$370,596","$22.61M","61","https://www.realtrends.com/team-profile/ericmeddersrealtygroup-texas-kellerwilliamsrealtyprestonroad/"
"The Jeff Bird Home Selling Team","2","","","","","(254) 717-6721","Keller Williams Advantage","Keller Williams","Waco, TX","$422,377","$22.60M","53.5","https://www.realtrends.com/team-profile/thejeffbirdhomesellingteam-texas-kellerwilliamsadvantage/"
"The Dinsmore Group","4","","","","","","Coldwell Banker Realty","Coldwell Banker","Frisco, TX","$442,890","$22.59M","51","https://www.realtrends.com/team-profile/thedinsmoregroup-texas-coldwellbankerrealty/"
"Dorward Group","3","","","","","(972) 961-3990","Keller Williams Realty Rockwall","Keller Williams","Rockwall, TX","$571,828","$22.59M","39.5","https://www.realtrends.com/team-profile/dorwardgroup-texas-kellerwilliamsrealtyrockwall/"
"Scott Property Group","3","","","","","(281) 220-2100","Keller Williams Premier Realty","Keller Williams","Katy, TX","$409,615","$22.53M","55","https://www.realtrends.com/team-profile/scottpropertygroup-texas-kellerwilliamspremierrealty/"
"The Plumley Team","4","","","","","(806) 282-4170","Keller Williams Realty Amarillo","Keller Williams","Amarillo, TX","$191,832","$22.44M","117","https://www.realtrends.com/team-profile/theplumleyteam-texas-kellerwilliamsrealtyamarillo/"
